B1	B2	B3	N_l1	N_l2	N_l3	N_t	C_l1	C_l2	C_l3	C_t	Diff(C_t - N_t)	LessThanZero
64	16	2	125515	157266	104053	1723	429728	1505711	8721	4557	2834	no
64	16	2	125537	150872	6658	1430	367040	1319271	2381	3936	2506	no
64	16	2	126020	160652	103306	1663	462727	1607695	21013	4557	2894	no
64	16	2	125539	153225	7539	1388	373988	1343060	3733	3934	2546	no
64	16	2	125604	152505	7864	1441	365299	1302696	2701	3915	2474	no
64	16	2	125607	161641	104108	1705	475997	1708448	3680	5156	3451	no
64	16	4	125610	155007	7336	1425	231557	847145	3452	3164	1739	no
64	16	4	125516	162087	104263	1730	225497	856049	11603	3703	1973	no
64	16	4	125554	158963	8000	1434	230171	859912	2971	3206	1772	no
64	16	4	126110	154689	10583	1446	555889	1627992	5538	3399	1953	no
64	16	4	125627	153279	8984	1390	225240	843412	4135	3165	1775	no
64	16	4	125503	157428	103982	1734	234522	855977	27285	4073	2339	no
64	16	4	125600	157109	10104	1444	391014	1213819	6197	3208	1764	no
64	16	4	125605	153900	7870	1385	226950	841088	3837	3064	1679	no
64	16	4	125547	158781	104529	1870	225485	853677	20235	4068	2198	no
64	16	4	125610	156023	7086	1429	230098	845764	3119	3157	1728	no
64	16	8	125590	155648	6218	1428	158043	589657	2902	1959	531	no
64	16	8	125582	163661	104010	1603	159294	599570	608	2106	503	no
64	16	8	125533	153646	7996	1429	160594	599082	3225	1983	554	no
64	16	8	125495	159383	103969	1607	154216	580362	4374	2262	655	no
64	16	8	125445	155065	7077	1434	159784	598081	2953	1985	551	no
64	16	8	125495	155546	103991	1731	161790	599218	20105	2354	623	no
64	16	8	125573	158423	6858	1435	159859	598199	2210	2023	588	no
64	16	8	125441	162955	104140	1718	162992	593253	704	2260	542	no
64	16	8	125517	155999	8385	1439	154615	577994	3442	1955	516	no
64	16	8	125400	161131	104142	1731	159439	609050	1044	2280	549	no
64	16	16	125518	155263	11320	1412	122844	421102	5446	1840	428	no
64	16	16	125394	160088	104005	1727	125238	422868	704	1921	194	no
64	16	16	125563	155111	9203	1490	124594	429641	3441	1723	233	no
64	16	16	125532	157644	104127	1731	123111	420584	2368	1937	206	no
64	16	16	125549	157822	8310	1444	122249	436298	3429	1760	316	no
64	16	16	125487	159626	104076	1790	124135	422771	19531	2174	384	no
64	16	16	125565	159577	6360	1431	121767	419608	2683	1714	283	no
64	16	16	125450	156897	12597	1538	123523	427967	6739	1956	418	no
64	16	16	125551	155500	8830	1423	123035	416086	2454	1681	258	no
64	16	16	125516	160836	103991	1592	127597	424023	456	1772	180	no
64	16	32	125580	155508	6887	1450	109715	262674	1992	1535	85	no
64	16	32	125402	155448	7828	1655	158849	277453	2133	1698	43	no
64	16	32	125540	157784	7942	1399	111328	263085	2395	1533	134	no
64	16	32	125544	160699	104102	1717	161230	277793	494	1697	-20	yes
64	16	32	125562	154196	6363	1392	111365	263056	2863	1592	200	no
64	16	32	125571	162291	104236	1633	158281	291256	766	1694	61	no
64	16	32	125473	157357	103969	1719	109865	264016	20186	1773	54	no
64	16	32	125593	159838	9145	1403	111571	267261	3159	1533	130	no
64	16	32	125558	155056	103847	1629	111759	267151	743	1741	112	no
64	16	32	125463	162095	104003	1717	109571	263741	1170	1742	25	no
64	16	64	125546	159938	35902	1552	99859	154891	20162	1577	25	no
64	16	64	125613	155727	14946	1469	98967	156507	5550	1516	47	no
64	16	64	125496	157518	104119	1730	100139	157308	10371	1708	-22	yes
64	16	64	125442	161647	104345	1817	94892	153717	622	1774	-43	yes
64	16	64	125541	158653	7472	1433	94577	153616	2336	1409	-24	yes
64	16	64	125587	166458	103941	1632	98959	153866	570	1672	40	no
64	16	64	125512	166407	103904	1749	99016	154252	581	1674	-75	yes
64	16	64	125542	156664	7991	1427	97661	159910	2780	1442	15	no
64	16	64	125546	161456	103897	1689	98075	155925	491	1717	28	no
64	16	64	125551	159118	104560	1925	99057	157443	15184	1916	-9	yes
64	32	1	125524	160692	7281	1424	1199993	3132718	4829	5169	3745	no
64	32	1	125501	160007	104370	1825	1204654	3170805	29673	6620	4795	no
64	32	1	125635	156737	9255	1401	1200686	3177145	5827	5227	3826	no
64	32	1	125545	160915	104092	1741	1204997	3189739	47135	6864	5123	no
64	32	1	125489	156076	9067	1368	1199897	3204786	8412	5298	3930	no
64	32	1	125470	166605	103805	1731	1203941	3128954	6947	6077	4346	no
64	32	1	125539	155857	9467	1478	1204705	3191167	8472	5293	3815	no
64	32	1	125512	163939	104176	1777	1203599	3149446	58746	6782	5005	no
64	32	1	125569	158608	7544	1447	1202787	3113643	4566	5224	3777	no
64	32	1	125494	157394	104506	1726	1204848	3290726	20826	6857	5131	no
64	32	2	125482	159864	104728	1610	593873	1570486	19623	4458	2848	no
64	32	2	125502	159808	103958	1723	594430	1568809	30852	5279	3556	no
64	32	2	125574	156185	32897	1686	594639	1595915	31607	5322	3636	no
64	32	2	125599	155084	9045	1445	595024	1594402	7981	4157	2712	no
64	32	2	125498	161617	103995	1721	593939	1561040	17831	5239	3518	no
64	32	2	125505	153572	7641	1429	593821	1562055	4336	4085	2656	no
64	32	2	125559	158125	103951	1722	594788	1556115	28988	4843	3121	no
64	32	2	125579	151583	7419	1443	596225	1592558	4226	4091	2648	no
64	32	2	125452	156028	104051	1721	595267	1590149	21962	4862	3141	no
64	32	2	125573	158505	7658	1433	595157	1595882	3513	4101	2668	no
64	32	4	125429	158737	104282	1858	373125	948065	18954	4180	2322	no
64	32	4	125510	156771	7422	1381	373416	936388	3465	3232	1851	no
64	32	4	125496	159235	103871	1846	373280	944815	1521	3221	1375	no
64	32	4	125584	153648	8385	1394	374201	944552	2852	3170	1776	no
64	32	4	125467	158072	104023	1597	373427	946005	5879	3781	2184	no
64	32	4	125493	155136	7284	1379	372772	948897	4521	3213	1834	no
64	32	4	125508	156115	104142	1796	372960	965043	34876	4314	2518	no
64	32	4	125556	153572	7559	1431	372765	944717	3842	3307	1876	no
64	32	4	125576	157921	103854	1723	852251	1623896	64863	4036	2313	no
64	32	4	125552	154583	7830	1395	374603	944324	3076	3249	1854	no
64	32	8	125584	161830	104293	1752	266168	627390	39454	3118	1366	no
64	32	8	125993	155144	14434	1372	262962	586265	6754	2032	660	no
64	32	8	125488	158979	6168	1407	248465	588698	2720	2005	598	no
64	32	8	125490	153870	103910	1602	248957	579368	819	2101	499	no
64	32	8	125497	149765	6847	1454	248823	580531	2547	2036	582	no
64	32	8	126228	162671	103133	1658	262455	600028	20488	2569	911	no
64	32	8	125964	153647	8950	1302	265976	611806	5547	2442	1140	no
64	32	8	125554	162009	104368	1736	253053	600699	19086	2397	661	no
64	32	8	125544	153360	7621	1381	248762	582397	3344	1991	610	no
64	32	8	125388	158924	104143	1719	249039	582243	1106	2266	547	no
64	32	16	125567	154284	7372	1389	189012	402452	3516	1814	425	no
64	32	16	125731	162191	104255	1825	289930	494971	21307	2122	297	no
64	32	16	125595	160681	8179	1472	189072	403545	3786	1746	274	no
64	32	16	125514	160508	104236	1789	188948	408565	17480	2222	433	no
64	32	16	125521	155817	8288	1378	188869	407301	3086	1784	406	no
64	32	16	125609	159178	104431	1872	188935	407655	18262	2220	348	no
64	32	16	125503	155233	7726	1379	188872	405083	2814	1769	390	no
64	32	16	125472	155243	104155	1743	188976	406680	26098	2247	504	no
64	32	16	125464	156678	8025	1382	188912	407145	3967	1734	352	no
64	32	16	125452	157434	103966	1609	189109	405526	488	1905	296	no
64	32	32	125599	157518	7190	1438	159064	256818	2611	1559	121	no
64	32	32	125489	159481	104068	1729	158924	257752	14959	1793	64	no
64	32	32	125620	158497	6823	1446	158786	258570	2305	1568	122	no
64	32	32	125497	157090	104041	1746	159096	255050	1032	1770	24	no
64	32	32	125510	157253	7499	1353	158957	254181	3752	1580	227	no
64	32	32	125534	161357	104259	1693	158967	261392	20596	1774	81	no
64	32	32	125416	160989	104147	1731	159180	261742	18655	1805	74	no
64	32	32	125561	156508	17822	1442	158901	256744	7181	1653	211	no
64	32	32	126117	156291	46532	1615	205628	266922	56473	1880	265	no
64	32	32	125538	157264	16942	1428	159022	257047	5123	1583	155	no
64	32	64	125515	160214	104245	1719	129127	151575	900	1712	-7	yes
64	32	64	125526	159205	7173	1372	129094	149067	3418	1587	215	no
64	32	64	128216	166453	103816	1828	129901	149349	15640	1618	-210	yes
64	32	64	125478	160168	104346	1912	128960	151022	48902	2081	169	no
64	32	64	125605	157506	7133	1447	129066	148854	1939	1456	9	no
64	32	64	125481	160097	103586	1643	129016	146722	1003	1610	-33	yes
64	32	64	125455	156243	6636	1412	128997	147326	2716	1492	80	no
64	32	64	131453	190918	102031	2112	129921	149964	18331	1709	-403	yes
64	32	64	125554	155984	7913	1363	129064	148345	3535	1530	167	no
64	32	64	126043	157512	102671	1746	129826	149475	15976	1776	30	no
64	64	1	125487	160170	9745	1445	1192536	3275465	6366	5471	4026	no
64	64	1	125513	156446	104116	1773	1192198	3230096	45375	7157	5384	no
64	64	1	125556	162887	6959	1381	1192093	3363042	8281	5543	4162	no
64	64	1	125412	162535	104011	1595	1192061	3283183	25103	6362	4767	no
64	64	1	125539	158633	6746	1357	1193170	3291539	5217	5440	4083	no
64	64	1	125474	161356	103838	1595	1192673	3264080	11222	5889	4294	no
64	64	1	125587	159053	7972	1364	1191781	3341352	12419	5573	4209	no
64	64	1	125553	161873	103915	1737	1189964	3375101	54721	6568	4831	no
64	64	1	125605	160495	7287	1358	1191106	3347208	12536	5443	4085	no
64	64	1	125927	160871	102835	1610	1282075	3533966	11432	5638	4028	no
64	64	2	125520	155103	7626	1357	590632	1569022	5580	4208	2851	no
64	64	2	125850	158443	26581	1423	658716	1787886	22788	4299	2876	no
64	64	2	125517	161805	104064	1737	589165	1668085	33167	5501	3764	no
64	64	2	126124	158906	9940	1322	663724	1756684	17874	4387	3065	no
64	64	2	125586	149567	8550	1376	589751	1542446	4628	4220	2844	no
64	64	2	125570	159800	103812	1738	589929	1583751	101454	5150	3412	no
64	64	2	125593	158650	9280	1393	589484	1660806	10231	4307	2914	no
64	64	2	125533	153786	8086	1376	636892	1638411	7394	4232	2856	no
64	64	2	125565	154100	12629	1391	590540	1563767	11164	4241	2850	no
64	64	2	125489	155524	103882	1605	589892	1558110	8777	4539	2934	no
64	64	4	125473	152090	8220	1427	369350	923208	3793	3237	1810	no
64	64	4	125500	160926	103959	1728	369593	930761	6085	3793	2065	no
64	64	4	125486	149417	8792	1392	369232	908995	2351	3294	1902	no
64	64	4	125518	158082	104230	1787	369306	947134	27785	4190	2403	no
64	64	4	125693	154560	9282	1369	836959	1647658	2280	3086	1717	no
64	64	4	125637	159549	9188	1456	369585	940733	6593	3229	1773	no
64	64	4	125473	154599	104113	1732	369535	924742	1717	3726	1994	no
64	64	4	125465	150081	7313	1391	369185	915336	5717	3317	1926	no
64	64	4	125519	154733	103947	1593	369520	919825	1361	3674	2081	no
64	64	4	125615	157033	8818	1456	369765	928326	2445	3241	1785	no
64	64	8	125428	157519	104091	1731	243862	581975	1436	2265	534	no
64	64	8	125576	153797	8387	1371	243921	586777	4540	2033	662	no
64	64	8	125455	158567	104032	1719	244016	585022	1967	2265	546	no
64	64	8	125577	156118	7171	1398	243935	590141	4061	2024	626	no
64	64	8	125461	160519	104126	1718	243852	589718	20442	2496	778	no
64	64	8	125565	151557	7841	1365	243870	575886	4876	2007	642	no
64	64	8	125536	156185	103886	1598	243849	579418	1392	2101	503	no
64	64	8	125517	156443	8279	1434	243834	589562	4404	2051	617	no
64	64	8	125548	160308	103899	1701	243933	594086	19902	2378	677	no
64	64	8	125559	152231	9156	1367	243851	578974	2065	1983	616	no
64	64	16	125527	155763	104190	1677	184904	408894	1768	1925	248	no
64	64	16	125512	155941	8577	1364	184938	418174	2473	1756	392	no
64	64	16	128546	172670	104302	1840	284534	520552	27100	2059	219	no
64	64	16	125603	155220	9804	1375	184860	411223	4729	1771	396	no
64	64	16	125659	161454	104950	6779	184928	428325	71521	6580	-199	yes
64	64	16	125429	153886	104129	1704	185194	408843	2771	1972	268	no
64	64	16	125538	156985	103951	1724	184862	414141	1200	1946	222	no
64	64	16	125911	155302	102579	1486	284611	481519	1621	1697	211	no
64	64	16	125526	157921	103971	1610	185031	415837	1806	1954	344	no
64	64	16	125589	156295	8775	1385	184952	420298	2269	1791	406	no
64	64	32	125419	159958	104008	1595	155291	262123	1508	1623	28	no
64	64	32	125564	163493	104319	1725	155252	280260	1962	1772	47	no
64	64	32	125596	156593	8099	1384	155229	265088	4072	1605	221	no
64	64	32	125545	156634	104026	1692	155316	260627	1344	1755	63	no
64	64	32	125535	161148	104021	1718	155360	267739	2125	1762	44	no
64	64	32	125549	160863	104200	1707	155351	268467	17373	1787	80	no
64	64	32	125512	153838	10343	1390	155418	261901	6706	1658	268	no
64	64	32	125491	157837	103844	1739	155204	262029	24016	1786	47	no
64	64	32	125543	150927	8918	1374	155237	258501	4634	1607	233	no
64	64	32	125520	155665	13593	1623	155249	262265	6582	1770	147	no
64	64	64	125638	159517	8796	1391	125738	157598	2910	1521	130	no
64	64	64	125462	159301	104071	1667	125675	154133	1112	1670	3	no
64	64	64	125540	152066	8273	1393	125705	151156	2562	1566	173	no
64	64	64	125497	160791	104321	1871	125717	157513	31244	1963	92	no
64	64	64	125555	154952	10347	1419	125696	153042	3662	1523	104	no
64	64	64	125480	157071	103820	1728	125733	153281	18520	1716	-12	yes
64	64	64	125546	155288	20544	1445	125894	153708	7962	1482	37	no
64	64	64	125462	155207	19393	1687	125758	154282	19333	1731	44	no
64	64	64	126020	161706	17482	1330	126081	155446	5515	1445	115	no
64	64	64	125470	159791	103920	2252	125661	154531	22284	2262	10	no
1	1	1	125600	159505	96011	1952	129122	167976	104944	11280	9328	no
1	1	1	126134	159126	20448	1360	128510	159196	25748	9022	7662	no
1	1	1	125511	161629	104094	1721	128035	165536	61761	10431	8710	no
1	1	1	125659	152659	104726	6746	128656	155345	1038	20071	13325	no
1	1	1	125600	160902	104174	1720	126253	157621	1206	10134	8414	no
1	1	1	125596	163110	105474	6766	126755	162128	2938	26377	19611	no
1	1	1	125513	157843	104087	1720	126310	156420	1655	10132	8412	no
1	1	1	125560	158859	8586	1387	127705	158923	3366	8471	7084	no
1	1	1	125574	162724	7272	1396	126435	162298	2294	8503	7107	no
1	1	1	126143	155775	10135	1364	129118	158689	4330	8601	7237	no
1	1	2	125599	155842	8538	1377	126466	156487	3418	5451	4074	no
1	1	2	125797	150174	8600	1299	129428	154397	2495	5582	4283	no
1	1	2	125883	150759	7768	1353	128833	152932	2078	5458	4105	no
1	1	2	125414	153752	9347	1529	130305	164724	2694	6632	5103	no
1	1	2	125553	158572	8191	1440	126950	158351	2992	5526	4086	no
1	1	2	126000	152420	7780	1306	128855	153522	2580	5474	4168	no
1	1	2	125475	156466	104075	1594	126385	153293	1187	5918	4324	no
1	1	2	125641	160425	9416	1368	127824	161787	3583	5457	4089	no
1	1	2	125666	158119	9571	1459	126289	155490	3262	5493	4034	no
1	1	2	125600	152194	13145	1471	126508	149092	3726	5514	4043	no
1	1	4	125534	161579	11837	1505	129398	167208	3854	4441	2936	no
1	1	4	125629	153495	8521	1384	126351	151542	2437	3846	2462	no
1	1	4	125611	158065	104046	1735	126373	151962	771	4551	2816	no
1	1	4	126014	163453	9538	1361	128655	164742	3144	3968	2607	no
1	1	4	125615	161225	9663	1447	126248	158289	3534	3912	2465	no
1	1	4	125493	159865	104643	2166	126369	158635	346	6023	3857	no
1	1	4	125505	161749	104194	1725	126417	161298	1245	4553	2828	no
1	1	4	125476	165111	103917	1593	126233	160582	764	4209	2616	no
1	1	4	125468	156212	11983	1558	126061	155619	3827	4560	3002	no
1	1	4	125522	154725	8914	1417	126087	152371	2970	3939	2522	no
1	1	8	125573	159216	103909	1599	125653	154293	790	2707	1108	no
1	1	8	125556	157428	9123	1395	125465	156326	2963	2511	1116	no
1	1	8	125505	161782	103927	1594	125362	155695	439	2695	1101	no
1	1	8	125438	154757	10138	1642	125512	153720	4203	2927	1285	no
1	1	8	125546	152602	7721	1453	125372	150767	2457	2514	1061	no
1	1	8	125479	156062	104118	1718	125566	151356	705	2927	1209	no
1	1	8	125529	163098	104490	1736	125405	161654	942	2926	1190	no
1	1	8	125546	154506	7295	1409	125531	152854	2229	2540	1131	no
1	1	8	125537	157775	104315	1720	125424	155151	653	2922	1202	no
1	1	8	125607	158242	6424	1470	125653	156767	1930	2528	1058	no
1	1	16	125583	153174	10134	1530	125496	151129	3452	2120	590	no
1	1	16	125567	154578	7246	1432	125530	153450	2003	1998	566	no
1	1	16	125527	163342	104013	1597	125591	158685	925	2269	672	no
1	1	16	125488	156423	104104	1727	125546	150410	559	2289	562	no
1	1	16	126052	162031	9832	1303	126907	159191	3615	2024	721	no
1	1	16	125500	158529	103951	1633	125780	154462	711	2285	652	no
1	1	16	125525	156107	104134	1983	125507	152241	724	2729	746	no
1	1	16	126316	160826	33732	5839	127192	156736	16541	6854	1015	no
1	1	16	125566	156866	104187	1719	125578	153730	731	2287	568	no
1	1	16	126023	158840	8622	1371	126874	154969	2960	1976	605	no
1	1	32	125544	157488	104403	1764	125728	154109	1108	2021	257	no
1	1	32	125545	156214	6653	1367	125547	154414	2475	1695	328	no
1	1	32	126090	161456	103596	1659	126468	152803	1010	1911	252	no
1	1	32	126690	173734	34947	3063	126234	163954	10210	3096	33	no
1	1	32	125517	158203	104014	1627	126556	145994	396	1921	294	no
1	1	32	125592	152863	8663	1472	125592	151211	3149	1704	232	no
1	1	32	125519	157804	104267	1769	125505	153892	878	2144	375	no
1	1	32	125563	155019	10660	1436	125588	153434	2993	1794	358	no
1	1	32	125450	157750	103916	1716	125702	151755	962	1966	250	no
1	1	32	125567	154782	12367	1477	125532	152739	3135	1750	273	no
1	1	64	125437	155551	103798	1595	125525	150661	667	1769	174	no
1	1	64	125645	151623	9252	1468	125601	149513	3466	1586	118	no
1	1	64	125433	157679	103847	1597	125570	152310	884	1673	76	no
1	1	64	125570	159677	104335	1859	125651	154378	1295	1977	118	no
1	1	64	125492	153440	8287	1368	125546	153067	3253	1672	304	no
1	1	64	125549	159090	104162	1722	125597	154142	1221	1813	91	no
1	1	64	126119	154241	10502	1372	126596	147046	3211	1553	181	no
1	1	64	125973	162723	102620	1692	126698	156265	610	1892	200	no
1	1	64	125688	154514	11078	6445	125679	154096	4130	4958	-1487	yes
1	1	64	125462	151094	104008	1605	125628	147600	625	1674	69	no
1	2	1	125537	155255	9731	1367	128218	150286	2981	6183	4816	no
1	2	1	125555	160199	103995	1718	127636	153006	1153	7960	6242	no
1	2	1	125648	155525	10477	1435	127897	150338	4121	6287	4852	no
1	2	1	125627	156288	7593	1369	127725	150925	2699	6221	4852	no
1	2	1	125539	155286	8767	1367	127555	148931	3189	6365	4998	no
1	2	1	125487	156587	7878	1386	127520	151105	2452	6257	4871	no
1	2	1	125545	157131	103970	1715	127784	148296	1462	7305	5590	no
1	2	1	125626	155557	7843	1487	127908	149592	3285	6383	4896	no
1	2	1	125526	159532	7322	1390	128185	154661	2157	6177	4787	no
1	2	1	126112	157834	10458	1337	127568	156397	3581	6163	4826	no
1	2	2	126095	156271	8781	1302	127013	150682	3208	4202	2900	no
1	2	2	125540	166564	104279	1740	127059	157612	1373	4966	3226	no
1	2	2	125538	160837	9053	1386	126754	155994	3494	4335	2949	no
1	2	2	125489	156506	7594	1385	126684	152452	3081	4357	2972	no
1	2	2	125905	160114	102672	1614	126864	152830	2069	5368	3754	no
1	2	2	125518	160662	104998	1829	126871	149547	9942	5440	3611	no
1	2	2	125368	153418	12383	1606	126403	148855	4526	4971	3365	no
1	2	2	125526	159499	104043	1709	126521	153172	2974	4968	3259	no
1	2	2	125617	160470	8647	1410	126625	154286	2187	4243	2833	no
1	2	2	125556	163286	104220	1703	126420	158040	1003	4965	3262	no
1	2	4	125504	154567	8454	1382	128018	145494	2574	3232	1850	no
1	2	4	125595	157726	104315	1724	127886	151254	693	3818	2094	no
1	2	4	126261	158007	9071	1328	128351	151949	3193	3314	1986	no
1	2	4	125541	163546	104473	1722	128005	157714	405	3858	2136	no
1	2	4	125665	161190	8088	1420	127926	155646	2567	3326	1906	no
1	2	4	125591	161628	104018	1615	128273	155854	2048	3818	2203	no
1	2	4	125578	163915	9034	1348	127549	157601	3355	3246	1898	no
1	2	4	125554	163601	104580	1873	127865	158094	497	4487	2614	no
1	2	4	126000	160963	8192	1311	127858	152845	2572	3274	1963	no
1	2	4	125500	161520	104583	1856	127631	155014	17872	4173	2317	no
1	2	8	126074	154083	18358	1347	125704	146767	7219	2214	867	no
1	2	8	126074	148040	27466	1694	125929	140226	11383	2753	1059	no
1	2	8	126084	159666	11789	1315	125555	149146	3743	2217	902	no
1	2	8	125509	162422	104364	1706	125359	157456	434	2519	813	no
1	2	8	126201	158958	8736	1314	125471	148157	2783	2160	846	no
1	2	8	125483	156509	104317	1750	125098	150054	1078	2575	825	no
1	2	8	126123	154731	8692	1321	125636	142864	2928	2198	877	no
1	2	8	126169	162092	102991	1613	125414	152074	1548	2487	874	no
1	2	8	126006	153898	8445	1293	125531	144418	3003	2074	781	no
1	2	8	125493	157207	104210	1807	125082	151415	513	2805	998	no
1	2	16	125590	161773	8957	1425	125292	157665	3276	1853	428	no
1	2	16	125545	163128	103899	1881	125288	157479	1571	2300	419	no
1	2	16	125497	158226	10268	1379	125153	152948	3823	1863	484	no
1	2	16	125526	164443	104124	1719	125254	157241	667	2085	366	no
1	2	16	125433	156830	8675	1378	125234	152621	2066	1892	514	no
1	2	16	125451	164195	104190	1722	125254	156661	2290	2079	357	no
1	2	16	125537	157454	7881	1383	125172	153670	1877	1833	450	no
1	2	16	125517	159369	104341	1723	125356	152316	711	2077	354	no
1	2	16	125496	156752	9852	1372	125183	152969	3000	1885	513	no
1	2	16	125530	159213	11054	1658	125726	154812	3102	2065	407	no
1	2	32	125497	158847	8404	1367	125160	149629	2985	1712	345	no
1	2	32	125519	160634	104322	1722	125246	147808	955	1884	162	no
1	2	32	126251	157170	8779	1335	126853	159539	2966	1653	318	no
1	2	32	125588	158683	104139	1720	125245	147696	1108	1890	170	no
1	2	32	126020	161828	7941	1302	126376	160521	2075	1592	290	no
1	2	32	125512	160483	104390	1721	125119	149027	784	1881	160	no
1	2	32	125539	161890	9135	1365	125233	151850	2829	1653	288	no
1	2	32	125634	152494	105016	6758	125256	142497	3175	5647	-1111	yes
1	2	32	125539	161272	10265	1415	125148	152357	3099	1703	288	no
1	2	32	125515	157984	104374	1594	125196	146084	1200	1741	147	no
1	2	64	125561	154550	9741	1391	125511	152886	3191	1598	207	no
1	2	64	125520	157652	104121	1591	125525	153755	575	1621	30	no
1	2	64	125858	162457	11313	1339	126640	157770	2959	1447	108	no
1	2	64	125444	162183	104452	1786	125747	160718	796	1943	157	no
1	2	64	125903	161658	11052	1407	126305	154811	3577	1516	109	no
1	2	64	125458	161290	104191	1720	125508	156472	775	1875	155	no
1	2	64	125884	161789	10513	1305	126647	156479	2576	1451	146	no
1	2	64	125595	159284	12380	1533	125675	158516	4035	1628	95	no
1	2	64	125888	160388	9037	1290	126503	153558	2470	1498	208	no
1	2	64	125544	155650	104312	1724	126502	148763	1088	1689	-35	yes
1	4	1	125530	155713	6983	1367	128611	138615	2049	5000	3633	no
1	4	1	125535	154951	104028	1592	128651	136772	942	5497	3905	no
1	4	1	125917	162611	7749	1373	127811	139453	3133	5155	3782	no
1	4	1	126079	158734	103455	1722	127592	136595	1601	6447	4725	no
1	4	1	125524	155920	10133	1375	128387	139449	4162	5129	3754	no
1	4	1	125605	155294	9984	1373	128522	137593	2441	5099	3726	no
1	4	1	125512	158435	104422	1940	128734	140034	805	7107	5167	no
1	4	1	125515	158774	104377	1999	128585	139113	1066	7105	5106	no
1	4	1	125572	153781	104149	1723	128718	136013	700	6420	4697	no
1	4	1	125996	159562	8765	5459	128010	140746	2420	12515	7056	no
1	4	2	125554	158106	9562	1386	127729	142302	4339	3782	2396	no
1	4	2	126106	162042	8937	1301	128330	142759	3354	3748	2447	no
1	4	2	125518	158145	104078	1596	128138	138678	329	3956	2360	no
1	4	2	125589	152328	6347	1377	127973	136582	2006	3754	2377	no
1	4	2	125508	155316	104528	1860	128091	136926	481	4661	2801	no
1	4	2	125497	153201	8315	1444	128069	137498	3463	3730	2286	no
1	4	2	126129	162204	9846	1305	128473	143254	3778	3733	2428	no
1	4	2	126082	162664	13716	1334	128508	143835	5608	3727	2393	no
1	4	2	125621	155550	104095	1673	127898	136515	849	4283	2610	no
1	4	2	125525	150942	7682	1404	128103	134659	2803	3746	2342	no
1	4	4	125589	157404	104067	1595	128149	141053	434	3213	1618	no
1	4	4	125608	151678	9805	1383	128191	136264	4568	2996	1613	no
1	4	4	125563	157189	104041	1606	128150	139712	1638	3471	1865	no
1	4	4	126425	166408	16115	1422	127873	140903	7501	2929	1507	no
1	4	4	125563	163555	105490	6770	128277	144910	3136	9687	2917	no
1	4	4	125566	158120	16434	1546	128138	141187	6340	3220	1674	no
1	4	4	125518	157834	8918	1380	128193	142009	2236	2970	1590	no
1	4	4	125571	159623	104420	1950	128056	141332	1072	4132	2182	no
1	4	4	125461	155082	9788	1428	128004	139365	3606	2975	1547	no
1	4	4	125543	161738	40001	1560	128074	145718	25834	3520	1960	no
1	4	8	125483	158343	17932	1395	125149	142447	7312	2051	656	no
1	4	8	126058	158455	102975	1740	125557	137124	2539	2492	752	no
1	4	8	125522	160094	9958	1466	125021	142160	4937	2066	600	no
1	4	8	125564	163927	103621	1637	125062	143603	1160	2189	552	no
1	4	8	125509	161369	12911	1440	124974	142335	4549	2009	569	no
1	4	8	125954	158511	102555	1654	125504	139478	779	2343	689	no
1	4	8	125591	156474	8353	1428	124962	138237	2990	2020	592	no
1	4	8	125597	157807	103999	1761	125197	137371	977	2357	596	no
1	4	8	125551	158209	13006	1454	125131	140063	3690	2054	600	no
1	4	8	125474	154230	104378	1763	125044	135045	1168	2359	596	no
1	4	16	125579	161082	9174	1428	125153	144182	2407	1747	319	no
1	4	16	125573	154558	104011	1595	125147	135629	683	1819	224	no
1	4	16	126127	152239	11884	1329	125588	137007	4022	1702	373	no
1	4	16	125454	150245	11718	1558	125165	136428	3328	1979	421	no
1	4	16	125590	149757	8676	1385	125125	134459	2550	1780	395	no
1	4	16	125529	159039	104169	1637	125155	141355	1459	2035	398	no
1	4	16	125655	156430	8670	1454	125143	140587	2618	1740	286	no
1	4	16	125601	161051	104376	1804	125162	142316	542	2151	347	no
1	4	16	125550	156375	7108	1395	125071	141270	2654	1744	349	no
1	4	16	125635	158276	104169	1653	125147	139949	726	1978	325	no
1	4	32	125525	160647	9022	1427	125109	149199	3179	1544	117	no
1	4	32	125527	165530	104209	1743	125230	153607	1112	1995	252	no
1	4	32	125633	162455	9212	1461	125187	151835	3345	1695	234	no
1	4	32	126217	167053	103145	1703	126458	160849	1302	1891	188	no
1	4	32	125582	159057	8941	1431	125142	148655	2729	1628	197	no
1	4	32	125457	155986	104051	1644	125196	143794	1271	1834	190	no
1	4	32	125531	157527	7011	1454	125226	147315	2773	1620	166	no
1	4	32	125528	162472	9190	1531	125244	151127	3359	1804	273	no
1	4	32	125529	157378	7981	1376	125131	146092	2826	1660	284	no
1	4	32	125549	157209	12060	1537	125127	146748	3331	1806	269	no
1	4	64	125559	163323	13529	1404	125611	160878	4283	1554	150	no
1	4	64	125590	161624	11827	1551	125603	160154	4218	1704	153	no
1	4	64	126054	157096	11800	1544	126533	151032	5033	1496	-48	yes
1	4	64	125974	160960	103065	1565	126449	151449	580	1649	84	no
1	4	64	126098	156290	10544	1448	126571	148524	3914	1468	20	no
1	4	64	125875	159473	102504	1531	126468	150968	644	1658	127	no
1	4	64	126077	159745	103093	1707	126616	151348	1696	1810	103	no
