B1	B2	B3	N_l1	N_l2	N_l3	N_t	C_l1	C_l2	C_l3	C_t	Diff(C_t - N_t)	LessThanZero
8	16	16	125561	158570	104077	1725	129861	176753	16226	1975	250	no
8	16	32	125467	153629	7954	1424	118071	168092	3335	1525	101	no
8	16	32	125527	157558	104199	1720	116099	169307	1002	1745	25	no
8	16	32	125533	150834	6615	1428	116479	172420	1294	1544	116	no
8	16	32	125515	159462	104222	1888	117733	173512	15305	2121	233	no
8	16	32	125608	154107	6450	1401	117216	170307	1410	1461	60	no
8	16	32	125469	157182	104072	1595	116504	170760	599	1707	112	no
8	16	32	125580	154456	6484	1412	117870	169377	1408	1483	71	no
8	16	32	125521	157081	104256	1887	116382	169287	11461	2106	219	no
8	16	32	125564	152274	7696	1434	117955	171931	2282	1561	127	no
8	16	32	125501	156092	104252	1602	117826	171417	1224	1706	104	no
8	16	64	125468	154327	7866	1387	103528	155905	1658	1549	162	no
8	16	64	125464	159845	104185	1718	99987	156536	545	1682	-36	yes
8	16	64	125500	149776	6663	1379	103942	154059	2625	1452	73	no
8	16	64	125468	155662	104114	1713	113660	153492	967	1620	-93	yes
8	16	64	126104	154769	9033	1300	112075	152952	2329	1403	103	no
8	16	64	125401	159098	104440	1592	101647	155592	484	1682	90	no
8	16	64	125579	153434	6250	1397	103006	155331	1298	1490	93	no
8	16	64	125570	159748	104410	1618	100636	162521	1269	1705	87	no
8	16	64	125564	156449	7813	1403	103558	163608	2905	1548	145	no
8	16	64	125535	157654	104173	1712	106578	160335	13829	1713	1	no
8	32	1	126158	163516	8109	1319	1184331	807813	2386	4224	2905	no
8	32	1	125542	160527	9596	1665	1110849	643969	11642	5401	3736	no
8	32	1	125853	156101	8260	1307	1178958	698422	2956	4309	3002	no
8	32	1	125533	155960	103949	1718	1116150	587911	20525	5424	3706	no
8	32	1	125578	146475	7043	1410	1123447	495095	2967	4479	3069	no
8	32	1	125586	156329	104241	1719	1115311	604353	10439	5372	3653	no
8	32	1	125487	153655	8497	1368	1116724	540807	2864	4451	3083	no
8	32	1	125582	155092	104109	1731	1119817	544832	16602	5335	3604	no
8	32	1	125472	153482	9746	1461	1183962	747799	11318	4634	3173	no
8	32	1	125528	161479	104400	1579	1112441	639546	17481	5396	3817	no
8	32	2	125576	151729	9066	1390	577450	391421	3549	3538	2148	no
8	32	2	125522	155215	103974	1731	577923	390259	17847	4158	2427	no
8	32	2	125901	162388	8827	1311	611970	481425	2851	3472	2161	no
8	32	2	125462	157452	103901	1726	577415	396517	13421	4138	2412	no
8	32	2	125880	149135	6902	1324	610040	407162	2269	3423	2099	no
8	32	2	125501	155276	6243	1393	576436	390162	3164	3565	2172	no
8	32	2	125536	156286	104142	1772	576873	378616	15626	4506	2734	no
8	32	2	125610	153229	7726	1340	579259	400159	3157	3452	2112	no
8	32	2	125546	155345	7176	1356	574953	407453	2335	3430	2074	no
8	32	2	125453	158062	104175	1763	579648	350795	1029	4119	2356	no
8	32	4	125431	150945	7155	1420	367703	336753	2484	2968	1548	no
8	32	4	125469	148706	104131	1667	370436	317481	620	3526	1859	no
8	32	4	125529	151513	6739	1373	370375	308596	1692	3012	1639	no
8	32	4	125475	153718	104063	1745	369267	322491	2581	3455	1710	no
8	32	4	125520	155149	6993	1357	366960	351928	2620	2973	1616	no
8	32	4	125459	153474	104106	1596	367848	341745	556	3448	1852	no
8	32	4	125501	152364	7325	1376	368594	352726	2679	3035	1659	no
8	32	4	125599	151791	104289	1740	369762	335550	8167	3496	1756	no
8	32	4	125522	146902	6789	1381	369096	355299	2585	2952	1571	no
8	32	4	125412	160032	104605	1703	368005	364259	3957	3593	1890	no
8	32	8	125539	149810	8371	1399	243268	303985	3526	1926	527	no
8	32	8	125460	155628	104068	1736	243214	293125	693	2183	447	no
8	32	8	125931	155801	16959	1348	259900	329461	7988	1980	632	no
8	32	8	125493	155281	104248	1747	243634	306061	817	2206	459	no
8	32	8	125428	155580	8302	1442	243845	304063	2997	1975	533	no
8	32	8	125483	154274	104056	1723	259073	298969	809	2170	447	no
8	32	8	125570	148121	9600	1411	243225	293865	4714	1942	531	no
8	32	8	125372	152317	103942	1636	244039	303226	702	2193	557	no
8	32	8	125499	147135	7849	1357	243812	293793	3490	1892	535	no
8	32	8	125461	157137	104077	1643	243332	306607	530	2194	551	no
8	32	16	125587	148601	8840	1375	189191	286151	3987	1692	317	no
8	32	16	125494	158423	104078	1597	188989	280465	680	1913	316	no
8	32	16	125617	155933	9389	1394	189100	282196	2930	1686	292	no
8	32	16	125546	157975	104024	1645	189068	283571	1535	1937	292	no
8	32	16	125559	152844	9096	1454	189102	286395	3277	1707	253	no
8	32	16	125479	159527	103948	1635	189224	288198	984	1932	297	no
8	32	16	125506	153802	6022	1360	189124	288375	2507	1760	400	no
8	32	16	125477	157707	104394	1644	189114	288181	502	1927	283	no
8	32	16	125594	151696	10665	1432	188997	284460	3125	1667	235	no
8	32	16	125550	157683	104075	1595	189065	282515	1067	1914	319	no
8	32	32	125479	156505	104193	1877	159187	223047	58614	1982	105	no
8	32	32	126054	157324	18556	1402	203084	237407	6718	1468	66	no
8	32	32	125478	155652	104006	1727	159004	218345	21821	1791	64	no
8	32	32	125503	156576	18512	1482	206000	226449	5099	1503	21	no
8	32	32	125465	158298	104022	1770	159124	222363	19553	1840	70	no
8	32	32	125482	153483	9578	1365	159340	217458	4403	1500	135	no
8	32	32	125501	157864	104293	1825	159241	223628	18646	1977	152	no
8	32	32	125569	157645	7945	1397	158981	224287	3487	1483	86	no
8	32	32	125533	157023	103910	1670	158996	218292	671	1715	45	no
8	32	32	125545	155466	7227	1466	159133	219750	2509	1519	53	no
8	32	64	125549	157454	104158	1768	129271	155315	14655	1836	68	no
8	32	64	125428	151522	9147	1425	129246	153903	3180	1516	91	no
8	32	64	125474	157147	104163	1978	129101	155853	20262	1998	20	no
8	32	64	125625	154552	10154	1401	129073	155100	2202	1447	46	no
8	32	64	125416	155955	104184	1717	129125	153245	565	1702	-15	yes
8	32	64	125563	152114	10193	1370	129098	155900	2018	1498	128	no
8	32	64	125603	156543	103998	1798	129082	154994	19130	1938	140	no
8	32	64	125639	153186	8204	1436	129145	155203	2457	1509	73	no
8	32	64	125429	157512	104019	1594	129220	153842	794	1571	-23	yes
8	32	64	125605	161286	104251	1598	129214	158431	631	1667	69	no
8	64	1	125469	158031	103812	1733	1111741	1802678	40716	6148	4415	no
8	64	1	125542	151943	7333	1389	1124252	1781749	3060	4963	3574	no
8	64	1	125514	159127	10623	1532	1113537	1839568	6878	5913	4381	no
8	64	1	125508	155702	8804	1362	1114077	1747322	3377	5019	3657	no
8	64	1	125532	155206	104227	1771	1115039	1752570	50245	6659	4888	no
8	64	1	125494	150659	8279	1370	1110706	1799917	2730	5115	3745	no
8	64	1	125500	157794	103971	1693	1115840	1773956	19055	6497	4804	no
8	64	1	125476	157785	9936	1426	1110646	1838277	3881	5121	3695	no
8	64	1	125476	157371	104203	1715	1114508	1770614	16179	5985	4270	no
8	64	1	125568	154277	7636	1386	1112684	1811053	2318	5150	3764	no
8	64	2	125563	157671	104288	1581	562536	978761	3083	4410	2829	no
8	64	2	125494	152703	8603	1397	563245	987707	2860	3836	2439	no
8	64	2	125529	157286	104482	1597	559865	1005838	13413	4481	2884	no
8	64	2	125525	153523	7782	1383	561360	1002400	2574	3848	2465	no
8	64	2	125525	154029	8814	1494	563004	1006567	10985	4463	2969	no
8	64	2	125513	153316	11538	1440	561610	1004796	4440	3808	2368	no
8	64	2	125612	161913	103881	1615	620024	1152654	1930	4164	2549	no
8	64	2	125501	153900	7469	1361	561211	977383	3108	3865	2504	no
8	64	2	125581	157355	104058	1734	618659	1122814	2949	4201	2467	no
8	64	2	125571	152819	8396	1384	562310	1004040	3488	3847	2463	no
8	64	4	125518	155299	104496	1616	369265	733956	574	3558	1942	no
8	64	4	125555	158598	19747	1485	367525	771026	8272	3220	1735	no
8	64	4	125498	157816	104028	1728	368940	737955	729	3557	1829	no
8	64	4	125466	156058	104008	1604	368955	759566	2869	3350	1746	no
8	64	4	125463	158673	8053	1417	368696	769758	3804	3154	1737	no
8	64	4	125586	156948	104369	1663	369675	746208	12484	3631	1968	no
8	64	4	125518	157440	9416	1371	368567	745836	4627	3104	1733	no
8	64	4	125989	157453	102592	1505	844176	1629805	10296	3639	2134	no
8	64	4	126001	153941	10606	1297	833291	1611394	5215	3201	1904	no
8	64	4	125518	156352	104068	1716	370174	731599	1346	3563	1847	no
8	64	8	125491	159318	9991	1378	244432	541991	4103	1969	591	no
8	64	8	125404	157928	104300	1784	244249	546223	20143	2427	643	no
8	64	8	125545	151129	10292	1383	244303	536309	3723	2013	630	no
8	64	8	125470	160559	104006	1721	244249	544138	16026	2346	625	no
8	64	8	125563	152663	8853	1369	244165	539531	3543	1931	562	no
8	64	8	125504	158269	103873	1603	244293	548289	3225	2276	673	no
8	64	8	125518	151110	7734	1388	244187	529860	3300	2015	627	no
8	64	8	125486	157059	103937	1605	244260	536899	771	2086	481	no
8	64	8	125459	160205	103947	1608	244283	539251	1813	2262	654	no
8	64	8	125599	158981	104235	1733	244314	547904	1711	2263	530	no
8	64	16	125558	156675	8497	1341	185009	420877	3680	1738	397	no
8	64	16	125495	156255	12482	1635	185083	424710	5260	1953	318	no
8	64	16	125426	157249	103870	1605	185023	415621	3138	1951	346	no
8	64	16	125530	155020	20488	1422	185054	418482	5392	1770	348	no
8	64	16	125482	155727	104463	1653	184977	412396	1747	1967	314	no
8	64	16	125550	154462	7906	1347	185059	415949	2741	1706	359	no
8	64	16	125568	150826	12825	1556	184973	414863	4550	1973	417	no
8	64	16	125546	158494	104316	1726	184997	416336	623	1945	219	no
8	64	16	125509	151070	8057	1367	185046	412465	1916	1741	374	no
8	64	16	125536	156517	103986	1865	184947	416738	15101	2195	330	no
8	64	32	125573	156199	8705	1394	155295	269285	3489	1485	91	no
8	64	32	125589	151844	8693	1551	155363	265333	3164	1760	209	no
8	64	32	125586	157024	103989	1859	155311	267212	13871	1936	77	no
8	64	32	125592	154961	8931	1395	155306	266723	4462	1552	157	no
8	64	32	125481	157691	104270	1718	155369	264365	1476	1770	52	no
8	64	32	125536	155219	9825	1365	155283	268495	3950	1589	224	no
8	64	32	125490	158374	104183	1724	155316	267366	1380	1757	33	no
8	64	32	125495	157145	104377	1592	155421	267337	1177	1625	33	no
8	64	32	125518	156223	9135	1414	155362	268991	3939	1579	165	no
8	64	32	125511	155953	104223	1730	155302	264778	32165	1805	75	no
8	64	64	125519	155163	23709	1832	125766	154729	24731	1883	51	no
8	64	64	125577	158212	17732	1416	125721	154922	4421	1450	34	no
8	64	64	131107	189991	102311	1973	126337	156157	20418	1672	-301	yes
8	64	64	125543	155382	7388	1419	125795	153701	2340	1497	78	no
8	64	64	125468	161158	104276	1736	126012	152821	574	1624	-112	yes
8	64	64	125562	158435	8113	1428	125847	157447	2836	1474	46	no
8	64	64	125493	156934	104080	1825	125774	151273	519	1457	-368	yes
8	64	64	125535	159335	104158	1685	125690	153779	585	1746	61	no
8	64	64	125420	157516	104162	1717	125772	151820	721	1699	-18	yes
8	64	64	125486	154932	103994	1763	125694	150219	1528	1919	156	no
16	1	1	125597	158393	9642	1439	1067553	259230	3560	5778	4339	no
16	1	1	125364	157548	103982	1634	1182111	204882	13507	6351	4717	no
16	1	1	126096	154031	9341	1340	1190521	199021	3124	5771	4431	no
16	1	1	125544	158043	104267	1729	1069665	231078	13858	6666	4937	no
16	1	1	125582	158751	8117	1387	1067331	190872	2074	5761	4374	no
16	1	1	125433	159278	104048	1606	1069153	230329	8724	6659	5053	no
16	1	1	125510	153573	7726	1433	1067365	204986	2226	5752	4319	no
16	1	1	125481	158384	103915	1860	1069039	178035	15845	7244	5384	no
16	1	1	125552	157171	7531	1397	1068608	215941	2047	5598	4201	no
16	1	1	125512	158462	104327	1609	1068792	171492	8638	6635	5026	no
16	1	2	125464	153480	7457	1373	548779	167101	2661	3997	2624	no
16	1	2	125559	154182	104140	1700	548095	241931	2461	4678	2978	no
16	1	2	125443	151745	9270	1368	548913	196114	2744	3904	2536	no
16	1	2	126334	163731	103452	1639	624209	185384	22857	4681	3042	no
16	1	2	125520	149734	10672	1389	548763	183435	3561	3951	2562	no
16	1	2	125504	166270	104501	1867	548329	188575	11646	5045	3178	no
16	1	2	125668	153507	13269	6682	548362	179372	28509	19109	12427	no
16	1	2	125541	159625	103898	1999	548837	180841	16357	4043	2044	no
16	1	2	125600	156769	9540	1363	548586	195721	3477	4041	2678	no
16	1	2	125487	157539	104063	1760	548839	240820	16200	5114	3354	no
16	1	4	125513	158200	32144	1462	349577	176022	11488	3223	1761	no
16	1	4	125601	158981	104303	1582	349829	170704	4324	3667	2085	no
16	1	4	125548	152692	7489	1349	349713	179735	2800	3153	1804	no
16	1	4	125558	159515	104233	1720	444860	190412	9910	3698	1978	no
16	1	4	125533	151521	7368	1393	349695	223533	3404	3257	1864	no
16	1	4	125488	159343	104473	1588	349218	175417	1275	3669	2081	no
16	1	4	125412	155441	7755	1436	349689	166393	2648	3191	1755	no
16	1	4	125527	158841	104264	1720	349250	163214	4377	3667	1947	no
16	1	4	125516	153699	9008	1366	349398	161958	2806	3092	1726	no
16	1	4	125473	160123	104077	1735	349277	165392	20165	3997	2262	no
16	1	8	125505	153780	8566	1380	240404	172347	3026	2151	771	no
16	1	8	125616	158812	104664	1887	240232	188758	50565	2759	872	no
16	1	8	125588	160327	8714	1418	240117	162817	2684	2125	707	no
16	1	8	125520	165967	104178	1761	240270	176527	42462	2319	558	no
16	1	8	125536	151504	9969	1365	240348	173087	3546	2129	764	no
16	1	8	125487	158748	104051	1618	240200	162649	772	2430	812	no
16	1	8	125546	157620	9353	1413	240254	165824	2819	2162	749	no
16	1	8	125490	161549	103800	1607	240209	161469	868	2436	829	no
16	1	8	125569	159756	9617	1393	240217	167265	3017	2124	731	no
16	1	8	125526	158429	104027	1855	240321	169095	2116	2823	968	no
16	1	16	125580	153454	7885	1362	189324	156989	2446	1860	498	no
16	1	16	125584	157899	104327	1734	189221	224708	18593	2144	410	no
16	1	16	125594	160948	104336	1724	189299	159519	530	2065	341	no
16	1	16	125573	159019	9432	1386	189357	161758	2952	1833	447	no
16	1	16	125514	155353	24129	1748	189237	360048	17341	2384	636	no
16	1	16	125573	153835	8512	1373	189213	168151	2276	1875	502	no
16	1	16	125617	155617	104651	1765	189400	167274	1000	2133	368	no
16	1	16	125559	155052	7946	1379	189189	169407	2730	1836	457	no
16	1	16	125495	160187	104242	1720	189317	186435	865	2080	360	no
16	1	16	125370	156385	104051	1757	189235	161177	12886	2260	503	no
16	1	32	125531	154603	9234	1369	163525	164808	2994	1732	363	no
16	1	32	125449	160024	104428	1829	209321	375669	11945	2018	189	no
16	1	32	125588	158160	7432	1364	163523	160641	2249	1709	345	no
16	1	32	125619	157535	104345	1664	208862	169114	700	1757	93	no
16	1	32	125691	159793	6926	1516	163539	157121	2506	1667	151	no
16	1	32	125929	156161	103667	1771	209063	371991	8875	2011	240	no
16	1	32	125575	162781	10604	1439	163533	175981	3832	1679	240	no
16	1	32	125474	155033	104234	1823	163626	164303	16928	2049	226	no
16	1	32	125516	155824	8539	1374	163391	158462	2668	1782	408	no
16	1	32	125519	154412	104262	1721	163572	184137	1164	1917	196	no
16	1	64	125592	160216	8569	1392	139996	155548	3524	1519	127	no
16	1	64	125468	162569	104028	1726	140115	154484	392	1782	56	no
16	1	64	125576	159681	23841	1495	139957	154987	7403	1585	90	no
16	1	64	126025	157594	103530	1765	149534	163060	47162	1866	101	no
16	1	64	125501	159084	9009	1445	140353	157009	3087	1547	102	no
16	1	64	125442	160295	104012	1596	140207	154055	455	1643	47	no
16	1	64	125501	154039	10015	1456	140342	148901	3696	1582	126	no
16	1	64	125539	157086	104329	1728	139959	151731	1649	1779	51	no
16	1	64	125614	156110	10185	1403	140211	151928	3018	1503	100	no
16	1	64	125552	157366	104281	1761	140245	153994	1739	1833	72	no
16	2	1	125414	154548	104539	1634	734473	190460	8330	5805	4171	no
16	2	1	128722	167800	103057	1868	838572	269420	16579	5933	4065	no
16	2	1	125551	155438	8864	1433	734241	210391	3939	4871	3438	no
16	2	1	125483	160206	104018	1827	735693	186937	18287	6190	4363	no
16	2	1	125533	157926	8106	1455	734586	183558	2710	4905	3450	no
16	2	1	125515	157869	104112	1812	734523	199821	15728	6199	4387	no
16	2	1	125491	157437	9946	1431	734105	188275	3410	4844	3413	no
16	2	1	125590	154343	8664	1528	735243	169359	6867	5220	3692	no
16	2	1	125554	160249	9413	1460	735357	183533	3224	4910	3450	no
16	2	1	125486	154934	104194	1719	735284	179816	12800	5663	3944	no
16	2	2	125529	154864	6595	1404	382905	167189	1939	3550	2146	no
16	2	2	125563	159449	104179	1878	382900	167509	11321	4902	3024	no
16	2	2	126009	159716	10763	1371	476177	181024	2996	3511	2140	no
16	2	2	125490	153372	10107	1464	382833	175144	3265	3651	2187	no
16	2	2	125844	159783	13706	1330	472595	551416	5476	3729	2399	no
16	2	2	125474	160685	103989	1731	382481	186290	822	4158	2427	no
16	2	2	125546	158356	6867	1456	383066	168470	2116	3626	2170	no
16	2	2	125533	157278	103928	1590	382607	208222	714	3858	2268	no
16	2	2	125626	159353	8449	1356	382605	183186	2004	3539	2183	no
16	2	2	125501	164044	104473	1627	422506	186161	10336	4001	2374	no
16	2	4	125622	160705	6212	1470	247397	169184	1174	2981	1511	no
16	2	4	125431	157563	104248	1722	266410	183904	2909	3535	1813	no
16	2	4	126144	152760	10119	1369	540731	207776	3062	2966	1597	no
16	2	4	125458	159000	104439	1595	247484	162166	554	3343	1748	no
16	2	4	125602	153220	9939	1528	247211	169620	3089	2969	1441	no
16	2	4	125471	159399	104094	1712	247626	164453	2250	3401	1689	no
16	2	4	125597	160048	8722	1378	247504	169088	2974	2887	1509	no
16	2	4	125447	159637	103906	1604	247364	168663	8146	3369	1765	no
16	2	4	125572	163212	10373	1382	247490	164660	3119	3001	1619	no
16	2	4	125519	159179	104326	1712	247414	165252	2305	3378	1666	no
16	2	8	125586	158029	7494	1400	173082	182180	2309	2003	603	no
16	2	8	125511	161554	104079	1970	173023	167978	10162	2696	726	no
16	2	8	125510	152411	9895	1373	172782	161817	2988	1980	607	no
16	2	8	125436	159257	104079	1731	173159	168466	1095	2236	505	no
16	2	8	125563	153161	7438	1364	172974	167532	2354	1979	615	no
16	2	8	125603	167837	104199	1725	173062	164095	318	2234	509	no
16	2	8	125538	158379	18043	1420	172847	166063	7867	2088	668	no
16	2	8	125520	159719	103874	1602	187843	170320	15905	2385	783	no
16	2	8	125543	159217	9214	1364	172737	165594	1699	1928	564	no
16	2	8	125581	160795	104339	1718	173230	161681	2443	2238	520	no
16	2	16	125575	157350	11370	1410	138702	163749	2864	1727	317	no
16	2	16	125514	159846	104074	1774	138740	163182	15766	2133	359	no
16	2	16	125527	153936	7618	1362	138656	161504	1950	1690	328	no
16	2	16	125484	160303	103843	1596	138857	164747	1415	1876	280	no
16	2	16	125613	158558	7115	1377	138973	166889	2767	1777	400	no
16	2	16	126240	161152	103285	1660	212452	195709	13724	1919	259	no
16	2	16	125528	151139	8466	1379	138743	163401	3331	1734	355	no
16	2	16	125569	157765	104329	1599	138897	175800	656	1806	207	no
16	2	16	125563	159845	9190	1396	138712	181769	3292	1765	369	no
16	2	16	125436	159720	103935	1701	138838	162963	16443	1977	276	no
16	2	32	126164	159294	8504	1310	157541	171211	3206	1560	250	no
16	2	32	125556	156803	104294	1733	120662	162569	16464	1823	90	no
16	2	32	125540	158003	8586	1352	120849	162531	2983	1621	269	no
16	2	32	125525	159043	104311	1717	120443	162643	590	1796	79	no
16	2	32	125555	158029	9951	1377	120850	161873	3186	1634	257	no
16	2	32	125521	159115	104351	1859	120716	161968	14561	1979	120	no
16	2	32	125549	159980	8755	1349	120548	166660	2821	1649	300	no
16	2	32	125572	158201	104216	1665	157315	165532	704	1729	64	no
16	2	32	125565	158997	9931	1414	120627	164621	3648	1633	219	no
16	2	32	125456	158246	104125	1728	120743	164119	16076	1826	98	no
16	2	64	125544	160487	9486	1383	103325	155411	3962	1573	190	no
16	2	64	125498	159686	104200	1747	109153	159977	24246	1734	-13	yes
16	2	64	125496	151802	10173	1399	103421	155021	4220	1556	157	no
16	2	64	125482	157106	104211	1728	103354	154012	727	1720	-8	yes
16	2	64	125562	155613	9816	1371	103387	151485	3488	1559	188	no
16	2	64	125469	155819	103927	1594	103324	150284	856	1726	132	no
16	2	64	125960	152981	8866	1266	109759	141922	3396	1453	187	no
16	2	64	125548	154003	103953	1749	103426	159133	15035	1763	14	no
16	2	64	125543	154763	8571	1526	103160	148626	11903	1672	146	no
16	2	64	125525	155872	26938	1706	103424	150797	31008	1960	254	no
16	4	1	125488	156516	18311	1411	580814	203146	15989	4715	3304	no
16	4	1	125575	159124	104023	1824	582476	197437	31384	5918	4094	no
